Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,season
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,1994,19,10,834,9.3,1.0,0.97,0.32,33.3,0.11,0.33,22.8,0.0,0.0,0.0,26.1,36.3,71.9,419.1,107.3,0.0,0.65,2.15,0.65,0.0,2.26,1.4,0.97,0.0,0.0,0.0,0.11,0.32,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.04,1.4,0.54,1.29,0.22,1.29,0.0,1.29,1.83,3.87,0.75,0.0,49.7,1.4,9.25,27.1,14.2,2.37,49.7,2.69,1.08,40.0,1.18,44.0,35.3,192.2,76.7,1.51,1.18,0.75,2.69,1.29,31.6,3.12,0.32,0.11,0.0,2.58,1.72,0.11,0.43,1.4,0.0,0.0,0.0,5.27,1.51,1.4,51.9,2022-2023
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,20,20,1800,20.0,2.0,0.45,0.1,22.2,0.22,1.0,15.6,0.0,0.0,0.0,43.4,50.8,85.4,883.9,275.7,0.0,0.05,2.3,0.2,0.0,2.85,0.3,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.05,1.05,0.6,0.05,0.9,0.45,0.45,0.8,2.5,4.2,0.0,60.3,8.7,31.6,27.8,1.35,0.45,60.3,0.25,0.15,60.0,0.05,20.0,38.2,185.3,99.1,0.5,0.2,0.0,0.45,0.3,38.4,0.1,0.15,0.0,0.0,0.6,0.35,0.0,0.0,1.05,0.0,0.05,0.0,6.5,1.75,1.85,48.6,2022-2023
Ola Aina,NGA,DF,Torino,Serie A,26,1996,12,8,676,7.5,1.0,0.93,0.4,42.9,0.14,0.33,16.1,0.0,0.0,0.0,41.5,55.7,74.4,693.1,278.8,0.13,1.2,3.07,1.6,1.07,4.67,2.93,2.27,0.13,0.4,0.0,0.13,0.0,0.4,0.27,0.0,0.13,0.0,0.0,0.0,1.73,1.33,0.4,0.93,0.4,1.2,0.27,0.93,1.07,2.8,2.67,0.0,68.5,2.4,14.8,31.2,23.6,1.47,68.5,4.53,2.27,50.0,1.6,35.3,36.7,236.1,119.3,3.87,2.8,0.53,1.47,0.67,40.1,4.8,0.53,0.0,0.0,1.6,1.6,0.13,3.47,1.33,0.0,0.13,0.0,6.27,1.2,0.8,60.0,2022-2023
Rayan A�t Nouri,FRA,DF,Wolves,Premier League,21,2001,17,9,913,10.1,1.0,0.99,0.5,50.0,0.1,0.2,14.1,0.0,0.0,0.0,39.3,48.4,81.2,605.8,210.2,0.0,0.69,2.38,1.29,0.5,3.56,2.18,1.39,0.2,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.58,2.18,0.4,0.1,0.2,0.0,0.2,0.69,3.37,2.57,0.0,61.8,3.56,19.0,22.2,21.5,2.48,61.8,3.86,1.98,51.3,1.68,43.6,32.3,178.1,101.7,2.48,1.19,0.99,2.18,0.89,37.3,6.63,0.3,0.0,0.0,1.09,0.69,0.3,2.08,1.58,0.0,0.1,0.1,5.25,1.29,1.39,48.1,2022-2023
Emanuel Aiwum,AUT,DF,Cremonese,Serie A,22,2000,15,11,1029,11.4,0.0,0.26,0.09,33.3,0.0,0.0,17.7,0.0,0.0,0.0,36.4,47.3,77.0,622.1,231.3,0.0,0.35,3.16,0.61,0.09,3.42,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,2.28,2.19,1.4,0.18,1.32,0.79,0.53,1.67,5.44,3.25,0.09,58.7,6.14,29.5,26.1,3.95,0.44,58.7,0.53,0.09,16.7,0.35,66.7,29.0,194.5,106.4,1.49,0.88,0.0,0.53,0.26,29.5,0.61,0.18,0.0,0.0,1.14,0.7,0.0,0.35,2.28,0.0,0.0,0.0,7.02,1.67,0.61,73.1,2022-2023
Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,9,9,763,8.5,0.0,0.12,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.5,40.6,75.1,527.1,222.0,0.0,0.12,2.35,0.35,0.12,3.65,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.94,0.59,0.47,0.24,0.71,0.59,0.12,0.82,2.12,2.59,0.0,48.5,5.29,21.6,19.6,7.53,1.06,48.5,0.82,0.12,14.3,0.47,57.1,25.2,133.6,72.1,1.18,0.59,0.0,0.35,0.94,27.2,1.41,0.0,0.0,0.0,0.59,0.94,0.0,0.71,0.94,0.0,0.12,0.0,4.24,1.76,1.29,57.7,2022-2023
Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,28,1994,13,9,771,8.6,1.0,2.56,0.81,31.8,0.0,0.0,15.1,0.12,0.12,0.12,20.7,29.7,69.8,304.0,46.2,0.0,1.16,1.16,0.7,0.0,1.51,2.56,2.33,0.0,0.0,0.23,0.0,0.0,0.23,0.12,0.0,0.0,0.12,0.0,0.0,0.58,0.47,0.12,0.47,0.0,0.35,0.12,0.23,0.23,0.81,0.81,0.0,39.1,0.93,3.6,20.0,15.8,5.81,39.0,0.47,0.23,50.0,0.23,50.0,26.2,104.8,23.5,0.23,0.81,0.12,2.21,1.16,30.5,6.4,0.12,0.0,0.0,1.63,0.93,0.12,0.0,0.47,0.0,0.0,0.0,2.44,5.81,3.84,60.2,2022-2023
Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,28,1994,4,3,231,2.6,0.0,2.69,0.77,28.6,0.0,0.0,16.4,0.0,0.0,0.0,16.9,33.8,50.0,300.8,70.8,0.38,1.54,2.31,0.38,0.0,2.31,3.08,2.69,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,1.15,0.0,0.0,0.77,0.0,44.6,0.77,2.69,23.5,18.8,5.38,44.6,0.77,0.38,50.0,0.38,50.0,18.1,78.8,26.2,0.77,0.0,0.0,4.23,1.92,33.5,5.38,0.38,0.0,0.0,2.31,0.38,0.38,0.38,0.0,0.0,0.0,0.0,5.0,10.0,7.69,56.5,2022-2023
Manuel Akanji,SUI,DF,Manchester City,Premier League,27,1995,15,14,1286,14.3,0.0,0.77,0.14,18.2,0.0,0.0,16.4,0.0,0.0,0.0,76.2,80.9,94.2,1319.8,411.2,0.07,0.28,5.17,0.07,0.07,4.76,1.26,1.19,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.05,0.56,0.77,0.21,1.33,0.42,0.91,0.77,2.31,1.19,0.0,88.6,5.17,32.7,49.7,6.43,1.4,88.6,0.28,0.21,75.0,0.07,25.0,63.6,387.1,239.9,1.26,1.61,0.0,0.49,0.14,69.2,0.56,0.07,0.0,0.0,0.91,0.49,0.0,0.21,1.05,0.0,0.0,0.0,5.38,0.84,1.4,37.5,2022-2023
Nathan Ak�,NED,DF,Manchester City,Premier League,27,1995,15,13,1156,12.8,0.0,0.31,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,84.2,92.0,91.5,1384.6,497.4,0.0,0.39,7.58,0.39,0.0,7.34,1.17,0.94,0.08,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.25,0.55,0.63,0.55,0.08,1.02,0.47,0.55,1.02,2.27,1.64,0.0,98.4,4.53,31.8,56.8,10.2,1.56,98.4,0.23,0.16,66.7,0.08,33.3,63.8,298.3,188.8,1.09,0.7,0.16,0.78,0.0,76.2,1.17,0.0,0.0,0.0,0.7,0.7,0.08,0.39,0.55,0.0,0.0,0.0,5.0,1.72,1.33,56.4,2022-2023
Sergio Akieme,ESP,DF,Almer�a,La Liga,25,1997,21,21,1890,21.0,0.0,1.05,0.29,27.3,0.0,0.0,20.4,0.0,0.0,0.0,34.0,43.9,77.3,557.9,207.1,0.0,0.86,2.0,0.86,0.67,2.43,1.57,1.24,0.05,0.05,0.14,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0,1.29,0.76,0.9,0.29,0.1,1.0,0.24,0.76,0.62,1.9,1.48,0.0,53.2,3.24,17.5,23.7,13.1,1.52,53.2,2.14,1.19,55.6,0.76,35.6,27.2,181.9,100.5,2.71,1.57,0.52,1.19,1.1,29.7,3.67,0.19,0.0,0.0,0.81,0.67,0.0,3.0,0.76,0.0,0.0,0.0,5.14,0.52,0.62,45.8,2022-2023
Maghnes Akliouche,FRA,MFDF,Monaco,Ligue 1,20,2002,6,3,248,2.8,0.0,0.36,0.36,100.0,0.0,0.0,8.4,0.0,0.0,0.0,28.2,37.9,74.5,366.1,113.6,0.0,1.79,2.5,1.43,0.0,3.93,1.79,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.07,1.07,1.07,0.0,0.36,0.0,0.36,0.71,2.86,0.71,0.0,47.9,1.43,7.14,19.3,22.1,3.21,47.9,2.14,0.71,33.3,1.43,66.7,38.2,214.3,94.6,1.79,1.07,0.36,1.79,2.14,35.0,7.5,1.07,0.0,0.0,1.79,1.07,0.0,3.21,1.07,0.0,0.0,0.0,6.43,0.71,1.07,40.0,2022-2023
Paul Akouokou,CIV,MF,Betis,La Liga,25,1997,6,2,238,2.6,0.0,0.77,0.38,50.0,0.0,0.0,25.6,0.0,0.0,0.0,36.2,38.8,93.1,631.5,125.8,0.0,0.0,3.08,0.38,0.0,2.31,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.92,2.69,0.77,0.0,0.0,0.0,0.0,1.92,5.38,0.77,0.38,45.8,3.08,10.4,30.8,5.0,0.0,45.8,0.38,0.0,0.0,0.38,100.0,20.0,53.1,13.1,0.0,0.38,0.0,0.0,0.0,28.5,0.38,0.77,0.0,0.0,1.54,1.15,0.0,0.0,1.92,0.0,0.0,0.0,6.54,0.38,2.31,14.3,2022-2023
Jean-Daniel Akpa-Akpro,CIV,MF,Empoli,Serie A,30,1992,12,7,606,6.7,0.0,1.04,0.3,28.6,0.0,0.0,22.6,0.0,0.0,0.0,24.8,31.8,77.9,348.2,133.4,0.0,0.15,1.94,0.3,0.15,3.13,1.64,0.75,0.0,0.3,0.15,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,2.39,1.34,1.19,0.6,3.43,0.6,2.84,0.9,4.03,1.94,0.0,47.0,2.09,12.5,25.7,9.7,1.49,47.0,2.24,1.34,60.0,0.75,33.3,24.6,131.5,57.0,1.49,1.94,0.6,1.64,1.34,28.4,2.99,0.9,0.3,0.15,2.24,1.19,0.0,0.6,2.39,0.0,0.0,0.0,4.78,0.9,0.6,60.0,2022-2023
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,16,10,1030,11.4,0.0,0.53,0.09,16.7,0.0,0.0,17.0,0.0,0.0,0.0,37.6,47.8,78.7,705.5,268.2,0.0,0.26,3.77,0.44,0.18,4.3,0.7,0.61,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,1.93,1.67,1.4,0.09,2.28,0.61,1.67,1.14,4.3,2.37,0.09,60.6,5.18,25.8,29.8,5.61,1.14,60.6,1.32,0.35,26.7,0.88,66.7,31.8,174.4,78.9,0.96,0.96,0.26,0.96,0.26,35.2,1.58,0.53,0.0,0.0,1.49,0.7,0.0,0.53,1.93,0.0,0.0,0.0,6.05,2.46,1.93,56.0,2022-2023
David Alaba,AUT,DF,Real Madrid,La Liga,30,1992,17,15,1365,15.2,1.0,0.59,0.07,11.1,0.11,1.0,20.7,0.26,0.0,0.0,50.2,56.8,88.3,743.6,263.6,0.2,0.99,3.55,0.46,0.2,3.49,1.58,1.32,0.2,0.0,0.07,0.0,0.0,0.26,0.2,0.0,0.0,0.07,0.0,0.0,0.66,0.53,0.26,0.2,0.2,0.79,0.53,0.26,0.72,1.38,1.64,0.07,61.8,6.38,24.7,26.2,11.3,0.86,61.8,0.13,0.07,50.0,0.07,50.0,38.0,166.8,99.9,0.72,1.18,0.07,0.46,0.2,44.6,2.63,0.2,0.0,0.0,0.46,0.13,0.0,1.25,0.53,0.0,0.07,0.0,4.67,0.33,0.39,45.5,2022-2023
Tom�s Alarc�n,CHI,MF,C�diz,La Liga,24,1999,4,2,223,2.5,0.0,0.8,0.4,50.0,0.0,0.0,36.4,0.0,0.0,0.0,31.2,38.0,82.1,675.2,232.8,0.0,0.8,4.4,0.4,0.0,3.6,1.6,0.8,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.0,0.8,0.4,0.4,0.0,0.4,0.8,2.0,0.8,0.0,45.2,1.2,8.0,27.2,10.0,0.4,45.2,0.0,0.0,0.0,0.0,0.0,24.8,106.8,32.4,0.8,0.0,0.0,1.2,1.6,29.6,2.4,0.8,0.4,0.4,1.6,1.2,0.0,2.4,0.8,0.0,0.0,0.0,5.6,1.2,0.4,75.0,2022-2023
Lucas Alario,ARG,FW,Eint Frankfurt,Bundesliga,30,1992,12,2,248,2.8,1.0,3.21,0.71,22.2,0.11,0.5,14.9,0.0,0.0,0.0,14.6,21.1,69.5,208.2,46.4,0.0,0.36,1.07,0.0,0.0,1.79,2.5,1.79,0.0,0.36,0.36,0.0,0.0,0.71,0.36,0.0,0.0,0.36,0.0,0.0,1.07,0.71,0.36,0.0,0.71,0.0,0.0,0.0,0.0,1.07,3.57,0.0,33.2,3.57,5.71,12.9,15.7,5.71,33.2,2.86,1.79,62.5,1.07,37.5,15.0,65.7,29.6,0.71,2.14,0.36,0.71,2.14,23.6,3.93,0.0,0.0,0.0,2.14,0.71,1.43,0.0,0.71,0.0,0.0,0.0,2.86,3.93,5.71,40.7,2022-2023
Jordi Alba,ESP,DF,Barcelona,La Liga,33,1989,14,9,931,10.3,1.0,0.87,0.19,22.2,0.11,0.5,23.7,0.0,0.0,0.0,82.6,97.0,85.2,1304.9,393.5,0.29,2.52,9.51,3.11,1.07,10.3,3.98,3.59,0.19,0.1,0.1,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,1.65,1.26,0.87,0.78,0.0,0.78,0.29,0.49,0.49,2.14,1.36,0.0,103.4,1.84,18.3,55.6,30.0,2.14,103.4,0.78,0.39,50.0,0.39,50.0,62.5,256.4,139.5,2.91,1.84,0.39,0.39,0.58,75.4,9.32,0.39,0.1,0.1,0.68,0.19,0.68,5.05,1.26,0.0,0.0,0.0,6.8,0.58,0.97,37.5,2022-2023
Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,19,11,1053,11.7,4.0,1.45,0.6,41.2,0.18,0.43,22.3,0.17,0.09,0.09,53.3,66.7,80.0,841.7,302.9,0.26,2.14,6.07,1.97,0.0,9.23,3.25,2.22,1.03,0.0,0.0,0.0,0.0,0.51,0.43,0.09,0.0,0.0,0.0,0.0,1.88,0.94,0.68,0.94,0.26,1.2,0.17,1.03,0.34,2.22,0.09,0.0,75.0,1.11,9.32,42.1,24.0,1.79,75.0,1.03,0.17,16.7,0.85,83.3,40.7,195.0,106.8,2.82,2.74,0.43,1.37,1.11,54.4,4.19,0.09,0.0,0.0,0.6,0.34,0.17,5.47,0.94,0.0,0.0,0.0,6.07,0.26,0.6,30.0,2022-2023
Ra�l Albiol,ESP,DF,Villarreal,La Liga,37,1985,17,17,1519,16.9,0.0,0.06,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,54.7,61.8,88.6,1187.9,433.6,0.0,0.12,4.02,0.3,0.0,4.02,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.65,0.59,0.36,0.06,0.83,0.65,0.18,0.65,1.66,4.56,0.0,70.8,9.41,35.0,34.3,2.01,0.24,70.8,0.24,0.12,50.0,0.12,50.0,44.4,308.0,204.9,0.47,0.41,0.0,0.41,0.24,49.2,0.12,0.3,0.0,0.0,0.83,0.65,0.0,0.06,0.65,0.0,0.0,0.0,4.32,1.72,0.95,64.4,2022-2023
Marc Albrighton,ENG,FWMF,Leicester City,Premier League,33,1989,6,1,237,2.6,1.0,0.77,0.38,50.0,0.5,1.0,8.0,0.0,0.0,0.0,34.6,57.3,60.4,556.5,211.9,0.0,2.31,2.31,1.92,0.77,2.69,3.08,2.31,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.38,0.0,0.77,0.77,2.31,0.77,1.54,0.38,1.92,1.92,0.0,66.9,2.31,12.7,23.8,30.8,1.92,66.9,0.38,0.38,100.0,0.0,0.0,31.9,152.7,57.3,1.92,1.92,0.0,1.54,0.77,44.6,6.92,0.0,0.0,0.0,0.77,0.77,0.38,10.8,0.38,0.0,0.0,0.0,5.38,0.38,0.38,50.0,2022-2023
Thiago Alc�ntara,ESP,MF,Liverpool,Premier League,31,1991,14,14,1154,12.8,0.0,0.7,0.08,11.1,0.0,0.0,25.2,0.0,0.0,0.0,65.8,76.6,85.9,1187.3,348.1,0.0,1.33,7.42,1.48,0.0,8.36,3.05,2.42,0.0,0.23,0.08,0.08,0.23,0.16,0.16,0.0,0.0,0.0,0.0,0.0,3.2,1.8,1.41,1.64,0.16,1.09,0.23,0.86,1.41,4.61,0.94,0.16,87.7,3.2,20.1,54.8,13.1,0.55,87.7,2.19,1.48,67.9,0.31,14.3,49.5,259.0,120.4,0.94,1.41,0.0,0.86,1.41,62.7,1.72,0.16,0.0,0.0,1.41,1.95,0.0,0.08,1.8,0.0,0.08,0.0,8.13,1.09,1.88,36.8,2022-2023
Carlos Alcaraz,ARG,MF,Southampton,Premier League,20,2002,3,1,134,1.5,1.0,2.67,0.67,25.0,0.25,1.0,20.1,0.0,0.0,0.0,24.7,32.7,75.5,371.3,96.7,0.0,0.67,1.33,0.67,0.0,4.0,2.0,1.33,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.0,1.33,1.33,0.0,1.33,0.0,2.0,1.33,0.67,0.67,2.0,0.67,0.0,46.0,2.0,9.33,22.7,15.3,2.67,46.0,2.67,1.33,50.0,1.33,50.0,33.3,176.7,103.3,2.67,4.0,0.0,2.0,3.33,30.0,2.0,0.0,0.0,0.0,1.33,0.67,0.0,0.0,1.33,0.0,0.0,0.0,10.7,0.0,1.33,0.0,2022-2023
Rub�n Alcaraz,ESP,MF,C�diz,La Liga,31,1991,16,11,1008,11.2,1.0,1.52,0.18,11.8,0.06,0.5,22.3,0.18,0.0,0.0,32.5,41.3,78.6,610.5,184.0,0.0,0.89,3.39,0.45,0.18,3.57,1.88,1.34,0.36,0.0,0.09,0.09,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,2.5,1.7,1.52,0.98,0.0,0.98,0.18,0.8,0.8,3.3,1.52,0.0,51.6,2.68,13.3,31.5,7.32,1.07,51.6,0.71,0.27,37.5,0.36,50.0,27.3,142.2,57.8,1.16,0.8,0.09,1.88,1.43,30.3,0.63,0.54,0.09,0.09,1.96,1.79,0.0,1.16,1.7,0.0,0.0,0.0,6.79,1.52,1.34,53.1,2022-2023
Omar Alderete,PAR,DF,Getafe,La Liga,26,1996,8,7,630,7.0,0.0,0.71,0.14,20.0,0.0,0.0,16.4,0.0,0.0,0.0,28.3,44.9,63.1,543.7,237.9,0.0,0.14,2.14,0.43,0.0,4.0,0.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.29,0.86,0.43,0.0,0.86,0.43,0.43,0.86,2.14,4.29,0.0,56.1,4.86,23.0,29.4,4.43,1.29,56.1,1.14,0.57,50.0,0.57,50.0,27.4,116.7,76.0,0.57,0.29,0.0,0.57,0.14,30.9,0.57,0.43,0.0,0.0,1.14,0.86,0.0,0.29,0.29,0.0,0.0,0.0,5.43,3.14,1.71,64.7,2022-2023
Iv�n Alejo,ESP,MFFW,C�diz,La Liga,28,1995,16,8,729,8.1,0.0,1.48,0.25,16.7,0.0,0.0,21.6,0.0,0.0,0.0,13.3,23.8,56.0,187.0,52.5,0.12,1.36,0.37,1.23,1.11,0.62,2.72,2.1,0.0,0.12,0.25,0.25,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.96,1.98,1.6,0.86,0.49,1.48,0.12,1.36,0.25,3.21,0.86,0.12,38.1,1.98,7.9,11.4,19.1,1.73,38.1,2.47,0.37,15.0,1.6,65.0,21.9,153.0,64.4,2.96,2.1,0.25,2.72,1.98,24.3,6.05,1.11,0.12,0.12,3.33,2.72,0.12,6.17,1.98,0.0,0.12,0.0,4.57,1.73,1.23,58.3,2022-2023
Do�an Alemdar,TUR,GK,Rennes,Ligue 1,20,2002,3,2,225,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,28.8,68.1,594.4,497.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,31.6,24.0,31.6,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,19.2,77.2,40.8,0.0,0.0,0.0,0.4,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.0,100.0,2022-2023
Carles Ale��,ESP,MF,Getafe,La Liga,25,1998,19,19,1455,16.2,2.0,1.3,0.49,38.1,0.1,0.25,23.3,0.0,0.0,0.0,28.3,36.6,77.2,469.4,114.9,0.12,0.49,3.02,0.8,0.19,4.01,1.67,1.11,0.0,0.0,0.12,0.43,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.93,0.62,0.37,0.25,0.31,0.74,0.06,0.68,0.25,1.17,0.86,0.0,45.6,0.8,6.6,27.2,12.3,0.86,45.6,1.6,0.86,53.8,0.49,30.8,27.2,121.5,51.7,0.99,0.99,0.06,1.98,1.05,33.6,3.52,0.49,0.0,0.0,2.41,2.28,0.12,1.42,0.62,0.0,0.0,0.0,4.81,0.56,1.3,30.0,2022-2023
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,20,17,1441,16.0,1.0,1.31,0.19,14.3,0.05,0.33,22.5,0.19,0.0,0.0,64.9,88.9,73.1,1236.3,518.4,0.06,2.25,7.0,3.06,1.06,7.25,4.0,2.5,1.19,0.06,0.25,0.0,0.0,0.31,0.25,0.06,0.0,0.0,0.0,0.0,1.44,1.06,0.94,0.31,0.19,0.75,0.25,0.5,1.38,2.81,1.13,0.0,97.5,3.06,22.4,48.8,26.8,1.69,97.5,0.69,0.44,63.6,0.19,27.3,52.4,196.1,102.3,1.5,1.06,0.31,1.19,0.81,61.1,5.31,0.19,0.0,0.0,0.5,0.19,0.19,8.56,1.06,0.0,0.0,0.0,7.56,0.69,0.44,61.1,2022-2023
Alejandro Alfaro,ESP,MF,Elche,La Liga,20,2002,1,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,10.0,5.0,0.0,0.0,5.0,100.0,5.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
�ngel Algobia,ESP,MF,Getafe,La Liga,23,1999,14,9,747,8.3,0.0,0.36,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,36.6,44.5,82.4,643.4,123.1,0.0,0.36,2.29,0.36,0.36,2.89,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.93,0.84,1.33,0.6,0.0,1.33,0.36,0.96,0.36,2.29,0.72,0.0,52.4,0.96,12.8,32.7,7.11,0.84,52.4,0.24,0.12,50.0,0.12,50.0,27.8,133.5,60.8,0.96,0.24,0.24,1.2,0.6,34.1,0.72,0.24,0.0,0.0,2.29,0.84,0.0,0.84,0.84,0.0,0.0,0.0,5.18,0.72,1.69,30.0,2022-2023
Mohamed Ali Cho,FRA,FW,Real Sociedad,La Liga,19,2004,8,3,317,3.5,0.0,3.14,1.43,45.5,0.0,0.0,19.3,0.0,0.0,0.0,13.1,20.9,63.0,182.9,51.4,0.57,1.43,0.57,1.43,0.86,1.14,3.14,2.0,0.0,0.29,0.29,0.29,0.29,0.57,0.57,0.0,0.0,0.0,0.0,0.0,1.43,0.86,1.14,0.29,0.0,1.71,0.0,1.71,0.57,2.0,0.57,0.0,39.7,0.57,6.0,13.7,22.0,3.71,39.7,6.29,2.29,36.4,2.86,45.5,27.7,221.1,121.4,4.86,1.43,2.0,5.43,1.43,27.1,10.3,0.29,0.0,0.0,1.43,2.0,0.57,4.29,0.86,0.29,0.0,0.0,5.14,0.29,2.29,11.1,2022-2023
Faride Alidou,GER,DFMF,Eint Frankfurt,Bundesliga,21,2001,9,0,123,1.4,0.0,1.43,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,30.7,40.7,75.4,474.3,190.7,0.0,0.71,3.57,3.57,0.71,7.14,3.57,2.86,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.86,2.14,2.86,0.0,0.0,0.0,0.0,0.71,5.71,0.0,0.0,56.4,0.0,9.29,32.1,15.7,2.14,56.4,5.0,1.43,28.6,3.57,71.4,24.3,145.0,91.4,2.86,1.43,1.43,2.86,0.71,27.1,8.57,0.0,0.0,0.0,5.0,0.71,1.43,1.43,2.86,0.0,0.0,0.0,7.14,0.71,5.0,12.5,2022-2023
